name,industry,market_cap,employees,country,headquarters,address,sector,ceo,founded,founders,share_price,website,stock,area_served,revenue
Frasers Group,,$4.71 B,30.0,UK,,,,,,,$9.21,,FRAS.L,,$5.89 B
Johnson Matthey,Chemicals,$4.71 B,"14,582",UK,,,,Liam Condon,1817,,$25.68,,JMAT.L,,$23.6B
Black Hills,,$4.57 B,2.884,USA,,,,,,,$70.36,,BKH,,$2.32 B
F.N.B. Corporation,,$4.47 B,3.884,USA,,,,,,,$12.75,,FNB,,$1.33 B
Diploma plc,Industrial Distribution,$4.44 B,,UK,,,Industrials,,,,$35.66,,DPLM.L,,
Wayfair,Retail and Wholesale,$4.44 B,"16,681",USA,,,,Niraj S. Shah,2002,,$41.49,,W,,$13.7B
Workiva,,$4.41 B,2.375,USA,,,,,,,$83.97,,WK,,$0.51 B
Boston Beer Company,,$4.39 B,2.543,USA,,,,,,,$357.25,,SAM,,$1.99 B
XPO Logistics,Transportation,$4.35 B,"42,000",USA,,,,Bradley S. Jacobs,1989,,$37.83,,XPO,,$16.4B
IMI plc,Specialty Industrial Machinery,$4.28 B,,UK,,,Industrials,,,,$16.43,,IMI.L,,
ONE Gas,,$4.27 B,3.6,USA,,,,,,,$78.88,,OGS,,$2.35 B
TriNet,,$4.20 B,3.5,USA,,,,,,,$67.53,,TNET,,$4.89 B
Haemonetics,,$4.11 B,2.821,USA,,,,,,,$81.39,,HAE,,$1.08 B
First Interstate BancSystem,,$4.01 B,2.358,USA,,,,,,,$38.45,,FIBK,,$0.96 B
ITV plc,Broadcasting,$3.77 B,,UK,,,Communication Services,,,,$0.94,,ITV.L,,
Virgin Money UK,Banking,$3.03 B,"7,857",UK,,,,David Joseph Duffy,2015,,$2.20,,VMUK.L,,$2.8B
AMC Entertainment,,$2.95 B,3.046,USA,,,,,,,$5.75,,AMC,,$4.09 B
CONMED,,$2.83 B,3.8,USA,,,,,,,$93.10,,CNMD,,$1.06 B
PacWest Bancorp,Banking,$2.82 B,2.2,USA,,,,Matthew P. Wagner,1999,,$23.95,,PACW,,$1.35 B
TripAdvisor,,$2.62 B,2.852,USA,,,,,,,$18.68,,TRIP,,$1.37 B
CNO Financial Group,,$2.55 B,3.4,USA,,,,,,,$22.36,,CNO,,$3.67 B
Sotera Health,,$2.52 B,3.0,USA,,,,,,,$8.94,,SHC,,$0.99 B
NETSCOUT,,$2.49 B,2.308,USA,,,,,,,$34.57,,NTCT,,$0.89 B
SD BioSensor,,$2.43 B,523.0,S. Korea,,,,,,,$23.92,,137310.KS,,$2.51 B
International Distributions Services (Royal Mail),,$2.42 B,179.049,UK,,,,,,,$2.53,,IDS.L,,$16.70 B
NexTier Oilfield,,$2.41 B,3.34,USA,,,,,,,$9.85,,NEX,,$2.88 B
ACI Worldwide,,$2.36 B,3.61,USA,,,,,,,$21.08,,ACIW,,$1.43 B
Grainger plc,Real Estate Services,$2.34 B,,UK,,,Real Estate,,,,$3.16,,GRI.L,,
Hays plc,Staffing & Employment Services,$2.30 B,,UK,,,Industrials,,,,$1.44,,HAS.L,,
SSP Group,,$2.25 B,23.0,UK,,,,,,,$2.81,,SSPG.L,,$2.44 B
TowneBank,,$2.24 B,2.835,USA,,,,,,,$30.81,,TOWN,,$0.67 B
NV5 Global,,$2.15 B,3.139,USA,,,,,,,$138.55,,NVEE,,$0.78 B
Future plc,Publishing,$1.91 B,,UK,,,Communication Services,,,,$15.49,,FUTR.L,,
StoneX Group,Diversified Financials,$1.89 B,3.615,USA,,,,Sean Michael O'Connor,Not found,,$93.03,,SNEX,,$66.03 B
Delek US,,$1.81 B,3.312,USA,,,,,,,$26.00,,DK,,$18.87 B
Altice USA,Media,$1.79 B,"9,000",USA,,,,Dexter G. Goei,2001,,$3.95,,ATUS,,$10.1B
LOTTE Corporation,,$1.73 B,263.0,S. Korea,,,,,,,$24.57,,004990.KS,,$10.00 B
BRP Group,,$1.72 B,3.4,USA,,,,,,,$28.01,,BRP,,$0.89 B
NOW Inc.,,$1.38 B,2.3,USA,,,,,,,$12.57,,DNOW,,$2.02 B
PC Connection,,$1.33 B,2.542,USA,,,,,,,$50.62,,CNXN,,$3.19 B
NextGen Healthcare,,$1.29 B,2.655,USA,,,,,,,$19.12,,NXGN,,$0.61 B
CTS Corporation,,$1.25 B,3.82,USA,,,,,,,$39.33,,CTS,,$0.57 B
Global Partners LP,,$1.16 B,2.43,USA,,,,,,,$34.31,,GLP,,$18.54 B
TriMas,,$1.14 B,3.5,USA,,,,,,,$27.39,,TRS,,$0.88 B
MultiPlan,,$1.07 B,2.5,USA,,,,,,,$1.68,,MPLN,,$1.13 B
MoneyGram,,$1.05 B,3.072,USA,,,,,,,$10.91,,MGI,,$1.29 B
AZZ," Industries, Construction Materials, Consumer Durables, Electrical Products",$1.02 B,3.885,USA,,,,Not found,Not found,,$41.10,,AZZ,,902 Million USD
MRC Global,,$1.00 B,2.6,USA,,,,,,,$12.00,,MRC,,$3.18 B
HireRight,,$0.94 B,2.76,USA,,,,,,,$11.94,,HRT,,$0.82 B
Columbus McKinnon,,$0.90 B,3.224,USA,,,,,,,$31.69,,CMCO,,$0.92 B
B&G Foods,,$0.90 B,3.096,USA,,,,,,,$12.62,,BGS,,$2.11 B
Marshalls plc,Building Materials,$0.90 B,,UK,,,Basic Materials,,,,$3.56,,MSLH.L,,
SMART Global Holdings,,$0.82 B,3.6,USA,,,,,,,$16.90,,SGH,,$1.81 B
RCI Hospitality Holdings,,$0.80 B,2.529,USA,,,,,,,$87.14,,RICK,,$0.26 B
MarineMax,,$0.70 B,2.666,USA,,,,,,,$32.49,,HZO,,$2.30 B
ATN International,,$0.66 B,2.3,USA,,,,,,,$42.38,,ATNI,,$0.72 B
G-III Apparel Group,,$0.66 B,2.9,USA,,,,,,,$14.00,,GIII,,$3.12 B
DoubleUGames,,$0.62 B,311.0,S. Korea,,,,,,,$37.44,,192080.KS,,$0.47 B
Com2uS,,$0.59 B,1.205,S. Korea,,,,,,,$48.14,,078340.KQ,,
Emergent BioSolutions,,$0.59 B,2.416,USA,,,,,,,$11.91,,EBS,,$1.51 B
CIRCOR International,,$0.54 B,3.1,USA,,,,,,,$26.54,,CIR,,$0.76 B
DXP Enterprises,,$0.50 B,2.49,USA,,,,,,,$27.09,,DXPE,,$1.36 B
NL Industries,,$0.34 B,2.818,USA,,,,,,,$7.13,,NL,,$0.16 B
The Restaurant Group plc,Restaurants,$0.25 B,,UK,,,Consumer Discretionary,,,,$0.33,,RTN.L,,
ZimVie,,$0.25 B,2.7,USA,,,,,,,$9.71,,ZIMV,,$0.94 B
SmileDirectClub,,$0.20 B,3.2,USA,,,,,,,$0.52,,SDC,,$0.51 B
ThredUp,,$0.20 B,2.894,USA,,,,,,,$2.00,,TDUP,,$0.28 B
LL Flooring,,$0.18 B,2.4,USA,,,,,,,$6.46,,LL,,$1.13 B
AgileThought,,$0.17 B,2.608,USA,,,,,,,$3.47,,AGIL,,$0.17 B
Liberty TripAdvisor Holdings,,$0.13 B,2.691,USA,,,,,,,$0.73,,LTRPA,,$1.37 B
eHealth,,$0.12 B,2.379,USA,,,,,,,$4.64,,EHTH,,$0.45 B
orion-group-holdings,,$80.45 M,2.447,USA,,,,,,,$2.51,,ORN,,$0.71 B
EQT AB,Asset Management,$39.71 B,"1,059",Japan,"Tokyo, Japan",,Financials,Mr. Christian Sinding,2011,,,,6EQ,,$1.8B
MPLX LP,Oil & Gas Midstream,$35.27 B,"1,139",United States,"Findlay, OH, United States",,Energy,Mr. Michael J. Hennigan,1988,,,,MPLX,,US$ 0 1.687 billion(2013)
Bank of America,Banking and Financial Services,$262.65 B,"166,400",USA,"Charlotte, NC, United States",,Financials,Brian Moynihan,1904,,$32.74,,,,$96.8B
CITIC,Trading Companies,$31.96 B,"310,000",Hong Kong,,,,Zhen Ming Chang,1979,,,,,,$91.2B
AstraZeneca,Drugs & Biotechnology,$204.56 B,"83,100",United Kingdom,"Cambridge, United Kingdom",,Healthcare,Pascal Soriot MBA,1999,,$71.73,,,,$38.7B
NASDAQ,Diversified Financials,$27.43 B,"5,814",United States,,,,Adena T. Friedman,1971,,,,,,$5.8B
PVH,Household & Personal Products,$5.12 B,"31,000",United States,,,,Stefan Larsson,1881,,,,,,$9.2B
Reach plc,Publishing,$0.44 B,,united-kingdom,,,Communication Services,,,,$1.06,,,,
Yellow Cake plc,Uranium,$0.89 B,,None,,,Energy,,,,$4.88,,,,
Ooredoo,,$7.22 B,,united-arab-emirates,,,,,,,$2.25,,,,
Ghitha,,$4.77 B,,united-arab-emirates,,,,,,,$19.75,,,,
Bayanat AI,,$3.40 B,,united-arab-emirates,,,,,,,$1.32,,,,
National Marine Dredging,,$6.71 B,,united-arab-emirates,,,,,,,$8.14,,,,
Americana Restaurants International,,$7.95 B,,united-arab-emirates,,,,,,,$0.94,,,,
Abu Dhabi Islamic Bank (ADIB),,$9.09 B,,united-arab-emirates,,,,,,,$2.50,,,,
Al Dar Properties,,$9.52 B,,united-arab-emirates,,,,,,,$1.21,,,,
ADNOC Drilling Company,,$14.28 B,,united-arab-emirates,,,,,,,$0.89,,,,
Multiply Group,,$14.48 B,,united-arab-emirates,,,,,,,$1.29,,,,
Abu Dhabi Ports,,$8.67 B,,united-arab-emirates,,,,,,,$1.70,,,,
Borouge,,$22.26 B,,united-arab-emirates,,,,,,,$0.74,,,,
Abu Dhabi National Oil Company (ADNOC),,$15.31 B,,united-arab-emirates,,,,,,,$1.23,,,,
Abu Dhabi Commercial Bank (ADCB),,$16.59 B,,united-arab-emirates,,,,,,,$2.39,,,,
Emirates Telecom (Etisalat Group),,$61.09 B,,united-arab-emirates,,,,,,,$7.02,,,,
Alpha Dhabi,,$69.53 B,,united-arab-emirates,,,,,,,$6.95,,,,
MICROSOFT CORPORATION," Technology, Software and IT, Laptops, Video Games / Mobile Games / Tech Games / Casino Games, Gaming, Internet or Mobile App Based Business, Computers Hardware, Tablets, Cloud Services, Artificial Intelligence, Internet of Things, Media, Electronics, Consumer Electronics, Advertising","2,269.000 Billion USD","220,000",USA,,1 MICROSOFT WAY,,Satya Nadella,1975,,,,,,"198,270 Million USD"
WELLS FARGO & COMPANY," Financial Services, Banking Services, Insurance, Credit Cards, Asset Management",187.660 Billion USD,"253,871",USA,,420 MONTGOMERY ST,,Steven Black,1852,,,,,,"78,492 Million USD"
BNP PARIBAS," Financial Services, Banking Services, Asset Management, Wealth Management, Mortgage",81.165 Billion USD,"190,000",France,,10 Harewood Avenue,,Max Jadot,1848,,,,,,0 Million USD
NORFOLK SOUTHERN CORPORATION," Industries, Railway, Rail Transport, Freight Transport, Railway Operating Company, Transportation",62.617 Billion USD,"18,100",USA,,650 W PEACHTREE ST NW,,Charles Moorman,1982,,,,,,"11,142 Million USD"
MGM RESORTS INTERNATIONAL," Consumer Cyclical, Resorts, Entertainment, Hotels, Casinos, Consumer Services",20.538 Billion USD,,USA,,3600 LAS VEGAS BLVD S,,William Hornbuckle,1986,,,,,,"9,680 Million USD"
CELANESE CORPORATION," Basic Materials, Chemicals",17.623 Billion USD,,USA,,222 W LAS COLINAS BLVD STE 900N,,Lori J. Ryerkerk,1918,,,,,,"8,537 Million USD"
MASIMO CORPORATION," Healthcare, Biotechnology, Medical Equipment, Technology, HealthCare Products",14.950 Billion USD,,USA,,52 DISCOVERY,,Joe Kiani,1989,,,,,,"1,239 Million USD"
VONTIER CORPORATION," Technology, Technology Hardware and Instruments",6.144 Billion USD,,USA,,5438 WADE PARK BLVD STE 600,,Not found,2019,,,,,,"2,990 Million USD"
"SPRINKLR, INC."," Software and IT, Cloud Services, Business Services",3.890 Billion USD,,USA,,29 W 35TH ST,,Not found,2009,,,,,,492 Million USD
CNX RESOURCES CORPORATION," Energy, Oil and Gas",2.529 Billion USD,,USA,,1000 CONSOL ENERGY DR STE 400,,Not found,1860,,,,,,"2,283 Million USD"
ALABAMA POWER COMPANY," Utilities, Electric Utilities",3.512 Billion USD,,USA,,600 N 18TH ST,,Not found,1906,,,,,,"5,830 Million USD"
EDGEWELL PERSONAL CARE COMPANY," Consumer Defensive, Personal Care Products, FMCG",2.300 Billion USD,,USA,,6 RESEARCH DR,,Not found,2015,,,,,,"2,087 Million USD"
PROGRESS SOFTWARE CORPORATION," Technology, Software and IT, Software Products",2.037 Billion USD,,USA,,15 WAYSIDE RD STE 400,,Not found,1981,,,,,,531 Million USD
"AMYRIS, INC."," Basic Materials, Chemicals",4.525 Billion USD,,USA,,5885 HOLLIS ST STE 100,,Not found,Not found,,,,,,341 Million USD
DIGITAL 9 INFRASTRUCTURE PLC," Financial Services, Asset Management",0.757 Billion USD,,UK,,,,Not found,Not found,,,,,,Not found
