,name,industry,market_cap,employees,country,headquarters,address,sector,ceo,founded,founders,share_price,website,stock,area_served,revenue
616,ESTEE LAUDER COMPANIES,,127760000000,62000,,USA,,,Fabrizio Freda,,,,,,,17737000000
617,BOEING COMPANY,,126650000000,141014,,USA,,,Dave Calhoun,,,,,,,62286000000
618,SANOFI,,126370000000,95442,,France,,,Paul Hudson,,,,,,,43171000000
619,STARBUCKS CORPORATION,,126200000000,383000,,USA,,,Laxman Narasimhan,,,,,,,29060000000
620,COMMONWEALTH BANK OF AUSTRALIA,,125770000000,49245,,Australia,,,Matt Comyn,,,,,,,16562000000
621,AIA GROUP,,125620000000,23000,,Hong Kong,,,Lee Yuan Siong,,,,,,,47525000000
622,DIAGEO,,123290000000,28025,,UK,,,Ivan Menezes,,,,,,,18200000000
623,AMERICAN TOWER CORPORATION (REIT),,121400000000,5618,,USA,,,Tom Bartlett,,,,,,,9356000000
624,CATERPILLAR,,121270000000,107700,,USA,,,Jim Umpleby,,,,,,,50971000000
625,IBM,,120850000000,375300,,USA,,,Arvind Krishna,,,,,,,57350000000
626,RIO TINTO GROUP,,116980000000,49000,,UK,,,Jakob Stausholm,,,,,,,63495000000
627,DEERE & COMPANY,,116400000000,75600,,USA,,,John C. May,,,,,,,43932000000
628,INTUITIVE SURGICAL,,115850000000,9793,,USA,,,Gary S Guthart,,,,,,,5710000000
629,HDFC BANK,,114330000000,161027,,India,,,Sashidhar Jagdishan,,,,,,,12743000000
630,PROLOGIS,,113660000000,2053,,USA,,,Hamid Moghadam,,,,,,,4759000000
631,SERVICENOW,,112710000000,16881,,USA,,,Bill McDermott,,,,,,,5896000000
632,GENERAL ELECTRIC COMPANY,,111350000000,168000,,USA,,,H. Lawrence Culp Jr,,,,,,,74196000000
633,TARGET CORPORATION,,110570000000,409000,,USA,,,Brian Cornell,,,,,,,106000000000
634,GLAXOSMITHKLINE,,110320000000,99000,,UK,,,Dame Emma Walmsley,,,,,,,44655000000
635,CHINA LIFE INSURANCE COMPANY,,109770000000,104160,,China,,,Dairen Lin,,,,,,,133170000000
636,ANHEUSER-BUSCH INBEV,,109500000000,164000,,Belgium,,,Michel Doukeris,,,,,,,54304000000
637,CHARTER COMMUNICATIONS,,109450000000,93700,,USA,,,Thomas M. Rutledge,,,,,,,51682000000
638,GAZPROM,,108150000000,473800,,Russia,,,Alexey Miller,,,,,,,168300000000
639,S&P GLOBAL,,107670000000,22850,,USA,,,Douglas L. Peterson,,,,,,,8297000000
640,SCHNEIDER ELECTRIC,,107120000000,166025,,France,,,Jean-Pascal Tricoire,,,,,,,31853000000
641,INGRAM MICRO,,,26037,,USA,,,,,,,,,,49100000000
642,VANGUARD GROUP,,,18800,,USA,,,,,,,,,,6936000000
643,CONOCOPHILLIPS COMPANY,,106360000000,10100,,USA,,,Ryan Lance,,,,,,,45828000000
644,JD.COM,,106000000000,314906,,China,,,Liu Qiangdong,,,,,,,149500000000
645,MICRON TECHNOLOGY,,105800000000,43000,,USA,,,Sanjay Mehrotra,,,,,,,27705000000
646,ANTHEM,,105580000000,63900,,USA,,,Gail Koziara Boudreaux,,,,,,,
647,AIRBNB,,105510000000,6132,,USA,,,Brian Chesky,,,,,,,5991000000
648,AIRBUS,,105090000000,125888,,Netherlands,,,Guillaume Faury,,,,,,,57468000000
649,KOCH INDUSTRIES,,,122000,,USA,,,,,,,,,,110000000000
650,BYTEDANCE,,,60000,,China,,,,,,,,,,17000000000
651,SEA LIMITED,,104350000000,33800,,Singapore,,,Forrest Li,,,,,,,9955000000
652,3M COMPANY,,103700000000,95000,,USA,,,Mike Roman,,,,,,,35355000000
653,ALLIANZ SE,,103280000000,150269,,Germany,,,Oliver Bate,,,,,,,114040000000
654,INFOSYS,,102720000000,345218,,India,,,Salil Parekh,,,,,,,16311000000
655,MERCK KGAA O.N.,,102500000000,58408,,Germany,,,Belen Garijo,,,,,,,21695000000
656,NIPPON TELEGRAPH AND TELEPHONE CORPORATION,,101570000000,303350,,Japan,,,Jun Sawada,,,,,,,88706000000
657,NTT DOCOMO,,101260000000,27558,,Japan,,,Motoyuki Ii,,,,,,,34022000000
658,KERING,,101130000000,38553,,France,,,Francois-Henri Pinault,,,,,,,19445000000
659,AUTOMATIC DATA PROCESSING (ADP),,100640000000,56000,,USA,,,Carlos A. Rodriguez,,,,,,,16046000000
660,BOOKING HOLDINGS,,99972000000,19400,,USA,,,Glenn D. Fogel,,,,,,,10958000000
661,ZOETIS,,99872000000,12100,,USA,,,JUAN RAMÓN ALAIX,,,,,,,7776000000
662,STRYKER CORPORATION,,99429000000,43000,,USA,,,Kevin A. Lobo,,,,,,,17108000000
663,LOCKHEED MARTIN CORPORATION,,99322000000,114000,,USA,,,James D. Taiclet,,,,,,,67044000000
664,INDITEX (INDUSTRIA DE DISENO TEXTIL),,98655000000,144116,,Spain,,,Pablo Isla,,,,,,,27708000000
665,FORD MOTOR COMPANY,,97668000000,183000,,USA,,,Jim Farley,,,,,,,136340000000
666,BP P.L.C.,,97619000000,60000,,UK,,,Bernard Looney,,,,,,,157740000000
667,CSL,,97072000000,25000,,Australia,,,Paul Perreault,,,,,,,10493000000
668,AL RAJHI BANKING AND INVESTMENT CORPORATION,,94931000000,13716,,Saudi Arabia,,,Waleed A. Al-Mogbel,,,,,,,6835000000
669,ROBERT BOSCH,,,400000,,Germany,,,,,,,,,,91686000000
670,THE PNC FINANCIAL SERVICES GROUP,,94557000000,59426,,USA,,,William S. Demchak,,,,,,,19135000000
671,SAUDI BASIC INDUSTRIES CORPORATION (SABIC),,94398000000,32721,,Saudi Arabia,,,Yousef Al-Benyan,,,,,,,46634000000
672,LAM RESEARCH CORPORATION,,94235000000,14100,,USA,,,Timothy M. Archer,,,,,,,17227000000
673,MONDELEZ INTERNATIONAL,,94230000000,79000,,USA,,,Dirk Van de Put,,,,,,,28720000000
674,BYD COMPANY,,92257000000,224300,,China,,,,,,,,,,31453000000
675,DEUTSCHE TELEKOM AG,,92028000000,226291,,Germany,,,Timotheus Hottges,,,,,,,119890000000
676,SNOWFLAKE,,91792000000,2495,,USA,,,Frank Slootman,,,,,,,1219000000
677,ALTRIA GROUP,,91427000000,6000,,USA,,,Billy Gifford,,,,,,,21111000000
678,AUDI AG,,,90640,,Germany,,,Markus Duesmann,,,,,,,212870000000
679,DELOITTE,,,300000,,UK,,,Anders Dons,,,,,,,47600000000
680,BNP PARIBAS,,90457000000,190000,,France,,,Jean-Laurent Bonnafe,,,,,,,0
681,U.S. BANCORP,,90451000000,68796,,USA,,,Andrew Cecere,,,,,,,22721000000
682,GENERAL MOTORS COMPANY,,90407000000,157000,,USA,,,Mary Barra,,,,,,,127000000000
683,CARGILL,,,155000,,USA,,,,,,,,,,114700000000
684,RECRUIT HOLDINGS,,90237000000,49370,,Japan,,,Hisayuki Idekoba,,,,,,,20955000000
685,BROOKFIELD ASSET MANAGEMENT,,89968000000,152000,,Canada,,,Bruce Flatt,,,,,,,75731000000
686,EQUINOR ASA,,89918000000,21245,,Norway,,,Anders Opedal,,,,,,,88744000000
687,BRITISH AMERICAN TOBACCO,,89470000000,55000,,UK,,,Jack Bowles,,,,,,,33620000000
688,MERCEDEC BENZ GROUP AG,,89412000000,288481,,Germany,,,Ola Kallenius,,,,,,,203830000000
689,GILEAD SCIENCES,,89387000000,14400,,USA,,,Daniel O'Day,,,,,,,27305000000
690,ESSILOR LUXOTTICA,,89047000000,151017,,France,,,Francesco Milleri,,,,,,,21842000000
691,THE TJX COMPANIES,,88726000000,320000,,USA,,,Ernie Herrman,,,,,,,48549000000
692,ANALOG DEVICES,,88697000000,24700,,USA,,,Vincent Roche,,,,,,,7318000000
693,BANK OF NOVA SCOTIA,,87963000000,89488,,Canada,,,Brian J. Porter,,,,,,,23771000000
694,TOKYO ELECTRON LIMITED,,87398000000,14479,,Japan,,,Toshiki Kawai,,,,,,,14622000000
695,CANADIAN NATIONAL RAILWAY COMPANY,,87195000000,22604,,Canada,,,TRACY ROBINSON,,,,,,,11564000000
696,TRUIST FINANCIAL CORPORATION,,86768000000,52641,,USA,,,William H. “Bill” Rogers Jr,,,,,,,22259000000
697,MODERNA,,86710000000,1800,,USA,,,Stephane Bancel,,,,,,,18471000000
698,CHUBB,,86661000000,31000,,Switzerland,,,Evan G. Greenberg,,,,,,,40963000000
699,SWATCH GROUP AG,,85629000000,32424,,Switzerland,,,Nick Hayek Jr.,,,,,,,7774000000
700,MIDEA GROUP,,85137000000,149239,,China,,,Paul Fang,,,,,,,49966000000
701,SHERWIN-WILLIAMS COMPANY,,84747000000,61626,,USA,,,John G. Morikis,,,,,,,19944000000
702,PRICEWATERHOUSECOOPERS,,,295371,,UK,,,,,,,,,,43000000000
703,COMPAGNIE FINANCIERE RICHEMONT SA,,84500000000,34760,,Switzerland,,,Jerome Lambert,,,,,,,19915000000
704,AIR LIQUIDE,,84264000000,67000,,France,,,Francois Jackow,,,,,,,25714000000
705,CROWN CASTLE INTERNATIONAL CORPORATION,,84163000000,5000,,USA,,,Jay A. Brown,,,,,,,6340000000
706,SBERBANK OF RUSSIA,,83756000000,285555,,Russia,,,Herman Gref,,,,,,,0
707,CSX CORPORATION,,83196000000,20919,,USA,,,James M. Foote,,,,,,,12522000000
708,BLACKSTONE GROUP,,82928000000,3795,,USA,,,Stephen A. Schwarzman,,,,,,,22577000000
709,ALLERGAN,,,17400,,Ireland,,,Brenton L. Saunders,,,,,,,16080000000
710,MARSH & MCLENNAN COMPANIES,,82707000000,81000,,USA,,,Daniel S. Glaser,,,,,,,19820000000
711,PUBLIX,,,232000,,USA,,,,,,,,,,38100000000
712,ENBRIDGE,,82219000000,11200,,Canada,,,Al Monaco,,,,,,,37600000000
713,SOFTBANK GROUP,,81219000000,58786,,Japan,,,Masayoshi Son,,,,,,,45399000000
714,SIEMENS HEALTHINEERS AG,,81178000000,52000,,Germany,,,Bernd Montag,,,,,,,19833000000
715,CME GROUP,,80879000000,4370,,USA,,,Terrence A. Duffy,,,,,,,4689000000
716,UBER TECHNOLOGIES,,80534000000,29300,,USA,,,Dara Khosrowshahi,,,,,,,17455000000
717,DUKE ENERGY CORPORATION,,80396000000,27605,,USA,,,Lynn Good,,,,,,,25097000000
718,NATIONAL COMMERCIAL BANK,,79842000000,13334,,Saudi Arabia,,,Faisal Omar al-Sakkaf,,,,,,,
719,LIFE INSURANCE CORPORATION OF INDIA,,,114000,,India,,,,,,,,,,85803000000
720,ENEL,,79770000000,66438,,Italy,,,Francesco Starace,,,,,,,94862000000
721,PSBC (POSTAL SAVINGS BANK OF CHINA),,79132000000,194527,,China,,,Lv Jiajin,,,,,,,31817000000
722,CHINA YANGTZE POWER,,78971000000,4077,,China,,,Lei Mingshan,,,,,,,8098000000
723,MITSUBISHI UFJ FINANCIAL GROUP,,78838000000,132700,,Japan,,,Hironori Kamezawa,,,,,,,38535000000
724,DEUTSCHE POST AG,,78472000000,571974,,Germany,,,Frank Appel,,,,,,,90085000000
725,RELIANCE JIO,,,,,India,,,,,,,,,,12184000000
726,HCA HEALTHCARE,,78443000000,235000,,USA,,,Samuel N. Hazen,,,,,,,58752000000
727,ATLAS COPCO AB,,78380000000,40000,,Sweden,,,Mats Rahmstrom,,,,,,,11646000000
728,CHINA PETROLEUM & CHEMICAL CORPORATION (SINOPEC),,77722000000,384065,,China,,,,,,,,,,398860000000
729,INVESTOR AB (PUBL),,77328000000,20054,,Sweden,,,Johan Forssell,,,,,,,5459000000
730,CIGNA CORPORATION,,77282000000,73800,,USA,,,David Cordani,,,,,,,174270000000
731,ILLINOIS TOOL WORKS,,77256000000,45000,,USA,,,Ernest Scott Santi,,,,,,,14455000000
732,ATLASSIAN CORPORATION,,76763000000,6433,,Australia,,,Mike Cannon-Brookes,,,,,,,1940000000
733,EDWARDS LIFESCIENCES CORPORATION,,76356000000,15700,,USA,,,Michael A Mussallem,,,,,,,5232000000
734,HINDUSTAN UNILEVER,,76085000000,21000,,India,,,Sanjiv Mehta,,,,,,,6528000000
735,RIVIAN AUTOMOTIVE INC,,76220000000,7000,,USA,,,RJ Scaringe,,,,,,,55000000
736,ABB,,76037000000,105000,,Switzerland,,,Bjorn Rosengren,,,,,,,28945000000
737,ROSNEFT OIL COMPANY,,75445000000,315000,,Russia,,,Igor Sechin,,,,,,,78849000000
738,ADYEN,,75414000000,1750,,Netherlands,,,Pieter van der,,,,,,,6606000000
739,INTERCONTINENTAL EXCHANGE,,75074000000,8858,,USA,,,Jeffrey C. Sprecher,,,,,,,9168000000
740,AXA,,74588000000,96595,,France,,,Thomas Buberl,,,,,,,111660000000
741,BANK OF MONTREAL,,73370000000,43863,,Canada,,,Darryl White,,,,,,,20692000000
742,ICICI BANK,,73325000000,130170,,India,,,Sandeep Bakhshi,,,,,,,14545000000
743,HONG KONG EXCHANGES AND CLEARING (HKEX),,73044000000,2372,,Hong Kong,,,Nicolas Aguzin,,,,,,,2484000000
744,HANGZHOU HIKVISION DIGITAL TECHNOLOGY,,72956000000,42685,,China,,,Hongjia Gong,,,,,,,11848000000
745,SK HYNIX,,72832000000,29008,,South Korea,,,Lee Seok-Hee,,,,,,,35258000000
746,THE SOUTHERN COMPANY,,72745000000,27300,,USA,,,Thomas A. Fanning,,,,,,,23113000000
747,BECTON DICKINSON AND COMPANY,,72444000000,75000,,USA,,,Thomas Polen,,,,,,,20248000000
748,NORFOLK SOUTHERN CORPORATION,,72227000000,18100,,USA,,,James A. Squires,,,,,,,11142000000
749,FOSHAN HAITIAN FLAVOURING AND FOOD COMPANY,,72144000000,6058,,China,,,Pang Kang,,,,,,,3928000000
750,IBERDROLA,,72100000000,45000,,Spain,,,Jose Ignacio Sanchez Galan,,,,,,,43104000000
751,FISERV,,71853000000,44000,,USA,,,Frank Bisignano,,,,,,,16226000000
752,VALE SA,,71751000000,74316,,Brazil,,,Eduardo Bartolomeo,,,,,,,62990000000
753,FIDELITY NATIONAL INFORMATION SERVICES,,71635000000,65000,,USA,,,Gary A. Norcross,,,,,,,13877000000
754,SHIN-ETSU CHEMICAL,,71309000000,24069,,Japan,,,Yasuhiko Saito,,,,,,,15137000000
755,DASSAULT SYSTEMES,,71224000000,19789,,France,,,Bernard Charles,,,,,,,5356000000
756,COLGATE-PALMOLIVE COMPANY,,71170000000,33800,,USA,,,Noel R. Wallace,,,,,,,17421000000
757,GLENCORE,,70870000000,134878,,Switzerland,,,Gary Nagle,,,,,,,203750000000
758,BAYERISCHE MOTOREN WERKE (BMW),,70505000000,120726,,Germany,,,,,,,,,,111210000000
759,CANADIAN PACIFIC RAILWAY,,70397000000,11834,,Canada,,,Keith Creel,,,,,,,6386000000
760,ERNST & YOUNG,,,312250,,UK,,,,,,,,,,36400000000
761,MARVELL TECHNOLOGY GROUP,,70128000000,5633,,Bermuda,,,Matthew Murphy,,,,,,,4462000000
762,PINDUODUO,,70059000000,7986,,China,,,Colin Huang Zheng,,,,,,,14759000000
763,FEDEX CORPORATION,,69949000000,289000,,USA,,,Raj Subramaniam,,,,,,,93512000000
764,EQUINIX,,69777000000,10944,,USA,,,Charles J. Meyers,,,,,,,6635000000
765,NOVATEK,,69387000000,16821,,Russia,,,Leonid Viktorovich Mikhelson,,,,,,,10411000000
766,MOODY'S CORPORATION,,69229000000,13023,,USA,,,Rob Fauber,,,,,,,6218000000
767,"LUCID GROUP, INC.",,69115000000,2000,,USA,,,,,,,,,,27000000
768,NATIONAL AUSTRALIA BANK,,69038000000,34944,,Australia,,,Ross McEwan,,,,,,,11549000000
769,BASF SE,,68991000000,110302,,Germany,,,,,,,,,,86615000000
770,A.P. MOLLER - MAERSK A/S,,68834000000,80000,,Denmark,,,Soren Skou,,,,,,,61787000000
771,PETROLEO BRASILEIRO - PETROBRAS,,68812000000,49050,,Brazil,,,Roberto Castello Branco,,,,,,,97143000000
772,ALDI,,,25000,,Germany,,,,,,,,,,62540000000
773,KDDI CORPORATION,,68132000000,47320,,Japan,,,Takashi Tanaka,,,,,,,39745000000
774,LONGI GREEN ENERGY TECHNOLOGY,,68086000000,32873,,China,,,,,,,,,,11777000000
775,ZURICH INSURANCE GROUP AG,,67906000000,52930,,Switzerland,,,Mario Greco,,,,,,,65801000000
776,WASTE MANAGEMENT,,67667000000,48500,,USA,,,James C. Fish Jr,,,,,,,17931000000
777,NONGFU SPRING,,66972000000,,,China,,,,,,,,,,4321000000
778,EATON CORPORATION,,66905000000,85947,,Ireland,,,Craig Arnold,,,,,,,19628000000
779,NETEASE,,66904000000,28239,,China,,,Ding Lei,,,,,,,13763000000
780,DENSO CORPORATION,,66747000000,168391,,Japan,,,Koji Arima,,,,,,,40247000000
781,UBS GROUP AG,,66672000000,71551,,Switzerland,,,Ralph Hamers,,,,,,,0
782,SNAP INC,,66581000000,5661,,USA,,,Evan Spiegel,,,,,,,4117000000
783,INDUSTRIAL BANK,,66409000000,60500,,China,,,"Doyle Mitchell, Jr.",,,,,,,32492000000
784,AMERICA MOVIL,,66199000000,186851,,Mexico,,,Daniel Hajj Aboumrad,,,,,,,43076000000
785,PT BANK CENTRAL ASIA TBK,,66014000000,26123,,Indonesia,,,Jahja Setiaatmadja,,,,,,,5425000000
786,AIR PRODUCTS AND CHEMICALS,,65931000000,20875,,USA,,,Seifi Ghasemi,,,,,,,10323000000
787,ECOLAB,,65873000000,47000,,USA,,,Christophe Beck,,,,,,,12733000000
788,CAPITAL ONE FINANCIAL CORPORATION,,65839000000,50800,,USA,,,Richard Fairbank,,,,,,,
789,NIDEC CORPORATION,,65389000000,117356,,Japan,,,Jun Seki,,,,,,,13997000000
790,DAIKIN INDUSTRIES,,65363000000,80369,,Japan,,,Masanori Togawa,,,,,,,22687000000
791,BLOCK INC,,65289000000,8521,,USA,,,Jack Dorsey,,,,,,,17661000000
792,DBS GROUP HOLDINGS,,65120000000,29000,,Singapore,,,Piyush Gupta,,,,,,,10281000000
793,WHATSAPP,,,55,,USA,,,,,,,,,,
794,CHINA SHENHUA ENERGY COMPANY,,64993000000,76182,,China,,,Yang Jiping,,,,,,,52662000000
795,DOMINION ENERGY,,64963000000,17100,,USA,,,Robert M. Blue,,,,,,,13964000000
796,REGENERON PHARMACEUTICALS,,64927000000,10368,,USA,,,Leonard Schleifer,,,,,,,16071000000
797,STELLANTIS N.V,,64800000000,189512,,Netherlands,,,Carlos Tavares,,,,,,,164660000000
798,PROGRESSIVE CORPORATION,,63805000000,49000,,USA,,,Tricia Griffith,,,,,,,47676000000
799,CHINA TOURISM GROUP DUTY FREE CORPORATION LIMITED,,63571000000,10780,,China,,,,,,,,,,5426000000
800,MEDIATEK,,63350000000,17377,,Taiwan,,,Rick Tsai,,,,,,,17191000000
801,KLA CORPORATION,,63213000000,11550,,USA,,,Richard P. Wallace,,,,,,,9211000000
802,NORTHROP GRUMMAN CORPORATION,,63001000000,88000,,USA,,,Kathy Warden,,,,,,,35667000000
803,FERRARI,,62961000000,4556,,Italy,,,BENEDETTO VIGNA,,,,,,,4706000000
804,WAL-MART DE MEXICO,,62573000000,239000,,Mexico,,,Guilherme Loureiro,,,,,,,37060000000
805,WORKDAY,,62560000000,12500,,USA,,,Chano Fernandez,,,,,,,5138000000
806,SHENZHEN MINDRAY BIO-MEDICAL ELECTRONICS,,62482000000,9819,,China,,,,,,,,,,3677000000
807,PUBLIC STORAGE,,62411000000,5800,,USA,,,Joseph D. Russell Jr,,,,,,,3415000000
808,HDFC,,62404000000,3226,,India,,,Sashidhar Jagdishan,,,,,,,12743000000
809,AON,,62305000000,50000,,USA,,,Gregory C. Case,,,,,,,12193000000
810,RECKITT BENCKISER GROUP,,62297000000,43000,,UK,,,Laxman Narasimhan,,,,,,,17323000000
811,BAJAJ FINANCE,,61948000000,26969,,India,,,Sanjiv Bajaj,,,,,,,2522000000
812,FREEPORT-MCMORAN,,61500000000,24700,,USA,,,Richard Adkerson,,,,,,,22845000000
813,BANCO SANTANDER,,61025000000,191189,,Spain,,,Jose Antonio Alvarez,,,,,,,0
814,"COINBASE GLOBAL, INC",,60847000000,3730,,USA,,,Brian Armstrong,,,,,,,7839000000
815,AB VOLVO,,60845000000,95850,,Sweden,,,Martin Lundstedt,,,,,,,39083000000
816,VINCI,,60651000000,217731,,France,,,Xavier Huillard,,,,,,,55080000000
817,PERNOD RICARD,,60061000000,18500,,France,,,Alexandre Ricard,,,,,,,8821000000
818,BOSTON SCIENTIFIC CORPORATION,,60006000000,41000,,USA,,,Michael F. Mahoney,,,,,,,11888000000
819,SAUDI TELECOM COMPANY (STC),,59860000000,17000,,Saudi Arabia,,,Olayan M. Alwetaid,,,,,,,16911000000
820,ANGLO AMERICAN,,59386000000,90000,,UK,,,DUNCAN WANBLAD,,,,,,,41554000000
821,INFINEON TECHNOLOGIES AG,,59352000000,50288,,Germany,,,Reinhard Ploss,,,,,,,12188000000
822,PJSC LUKOIL,,59246000000,101000,,Russia,,,Vagit Alekperov,,,,,,,110010000000
823,SOFTBANK CORP.,,59235000000,47313,,Japan,,,Masayoshi Son,,,,,,,41524000000
824,GENERAL DYNAMICS CORPORATION,,59220000000,103100,,USA,,,Phebe Novakovic,,,,,,,38469000000
825,SCENTRE GROUP,,59068000000,2700,,Australia,,,Peter Kenneth Allen,,,,,,,1578000000
826,NXP SEMICONDUCTORS,,58859000000,31000,,Netherlands,,,Kurt Sievers Richard L. Clemmer,,,,,,,11063000000
827,STATE BANK OF INDIA,,58772000000,245642,,India,,,Vinay M Tonse,,,,,,,27958000000
828,RELX,,58743000000,33500,,UK,,,Erik Engstrom,,,,,,,9482000000
829,XIAOMI CORPORATION,,58447000000,33427,,China,,,Lei Jun,,,,,,,51577000000
830,MACQUARIE GROUP,,116670000000,17209,,Australia,,,Shemara Wikramanayake,,,,,,,4768000000
831,ILLUMINA,,57887000000,7800,,USA,,,Francis deSouza,,,,,,,4526000000
832,AUTODESK,,57703000000,11500,,USA,,,Andrew Anagnost,,,,,,,4386000000
833,LONZA GROUP,,57618000000,16218,,Switzerland,,,Pierre-Alain Ruffieux,,,,,,,5750000000
834,ANZ BANKING GROUP,,57484000000,37506,,Australia,,,Shayne Elliott,,,,,,,12519000000
835,EOG RESOURCES,,57432000000,2800,,USA,,,Ezra Yacob,,,,,,,19669000000
836,CHINA TELECOM CORPORATION,,57142000000,281192,,China,,,Jie Yang,,,,,,,69054000000
837,WESTPAC BANKING CORPORATION,,57029000000,40143,,Australia,,,Peter King,,,,,,,14552000000
838,EMERSON ELECTRIC COMPANY,,57002000000,86700,,USA,,,Lal Karsanbhai,,,,,,,18236000000
839,METLIFE,,56576000000,43000,,USA,,,Michel A. Khalaf,,,,,,,71080000000
840,VERTEX PHARMACEUTICALS,,56406000000,3900,,USA,,,Reshma Kewalramani,,,,,,,7574000000
841,SHANXI XINGHUACUN FEN WINE FACTORY,,56401000000,9276,,China,,,,,,,,,,2906000000
842,ING GROUP,,56183000000,57000,,Netherlands,,,Steven van Rijswijk,,,,,,,0
843,HITACHI,,56145000000,380714,,Japan,,,Toshiaki Higashihara,,,,,,,74901000000
844,HAPAG-LLOYD,,55995000000,14100,,Germany,,,Rolf Habben Jansen,,,,,,,24545000000
845,CANADIAN IMPERIAL BANK OF COMMERCE,,55942000000,45282,,Canada,,,Victor G. Dodig,,,,,,,15348000000
846,JOHNSON CONTROLS INTERNATIONAL,,55832000000,101000,,USA,,,George Oliver,,,,,,,23668000000
847,"YIHAI KERRY ARAWANA HOLDINGS CO., LTD",,55655000000,,,China,,,,,,,,,,35540000000
848,CANADIAN NATURAL RESOURCES,,55652000000,9709,,Canada,,,Tim S McKay,,,,,,,24010000000
849,VERBUND AG,,55641000000,2980,,Austria,,,Michael Strugl,,,,,,,4776000000
850,SIKA AG,,55610000000,24848,,Switzerland,,,Paul Schuler,,,,,,,9835000000
851,EXELON CORPORATION,,55412000000,31518,,USA,,,Christopher M. Crane,,,,,,,36347000000
852,OPEN JOINT STOCK COMPANY OMZ,,55251000000,,,Russia,,,,,,,,,,387000000
853,DOLLAR GENERAL CORPORATION,,55209000000,158000,,USA,,,Todd J Vasos,,,,,,,34220000000
854,FIRST ABU DHABI BANK,,55050000000,5451,,UAE,,,Hana Al Rostamani,,,,,,,
855,PACIFICORP,,55002000000,5300,,USA,,,Stefan Bird,,,,,,,5341000000
856,THOMSON REUTERS CORPORATION,,54854000000,45000,,Canada,,,Steve Hasker,,,,,,,4881000000
857,ADIDAS,,54843000000,62285,,Germany,,,Kasper Rorsted,,,,,,,23400000000
858,EAST MONEY INFORMATION,,54824000000,4553,,China,,,,,,,,,,2057000000
859,MERCADOLIBRE,,54766000000,15500,,Argentina,,,Stelleo Passos Tolda,,,,,,,7069000000
860,NINTENDO,,54630000000,6574,,Japan,,,Shuntaro Furukawa,,,,,,,12371000000
861,BAYER,,54460000000,99538,,Germany,,,Werner Baumann,,,,,,,48577000000
862,SAFRAN,,54377000000,76800,,France,,,Olivier Andries,,,,,,,16677000000
863,LUZHOU LAOJIAO,,54324000000,3228,,China,,,,,,,,,,3004000000
864,MARRIOTT INTERNATIONAL,,54278000000,120000,,USA,,,Anthony Capuano,,,,,,,13857000000
865,WIPRO,,54257000000,231671,,India,,,Thierry Delaporte,,,,,,,9900000000
866,INTESA SANPAOLO,,53948000000,105615,,Italy,,,Carlo Messina,,,,,,,22427000000
867,GREAT WALL MOTOR COMPANY,,53655000000,63174,,China,,,,,,,,,,19850000000
868,FAST RETAILING,,53635000000,57727,,Japan,,,Tadashi Yanai,,,,,,,17491000000
869,LONDON STOCK EXCHANGE GROUP,,53536000000,24158,,UK,,,David Schwimmer,,,,,,,8823000000
870,HON HAI PRECISION INDUSTRY,,53431000000,601276,,Taiwan,,,Yang-wei Liu,,,,,,,206880000000
871,BAIDU,,53368000000,41000,,China,,,Robin Li,,,,,,,19558000000
872,CHUGAI PHARMACEUTICAL,,52995000000,7664,,Japan,,,Tatsuro Kosaka,,,,,,,8198000000
